publisher,year,market_share_pct
Compile Heart,2010,0.03977237961206634
Compile Heart,2011,0.01565108514190318
Compile Heart,2012,0.06338772156356384
Compile Heart,2013,0.0966016050728227
Compile Heart,2014,0.09676118801236397
Compile Heart,2015,0.048619552005556545
Compile Heart,2016,0.011401858502935975
Compile Heart,2017,0.03647353063776572
Compile Heart,2018,0.02703433360367666
Compile Heart,2019,0.784313725490196
Conspiracy Entertainment,2001,0.10369955156950672
Conspiracy Entertainment,2002,0.025972799395542118
Conspiracy Entertainment,2004,0.006763154335181928
Conspiracy Entertainment,2005,0.005883621957677148
Conspiracy Entertainment,2007,0.03380818465415763
Conspiracy Entertainment,2008,0.052329325890940324
Conspiracy Entertainment,2009,0.08730961653062083
Conspiracy Entertainment,2010,0.07495563849966348
Core Design Ltd.,1994,0.19495177508721523
Core Design Ltd.,1995,0.2660062373876353
Crave Entertainment,1998,0.12688179417715437
Crave Entertainment,1999,0.38464004102827115
Crave Entertainment,2000,1.722624074925785
Crave Entertainment,2001,0.5997757847533631
Crave Entertainment,2002,0.09916887041934265
Crave Entertainment,2003,0.066780440750909
Crave Entertainment,2004,0.286306866856035
Crave Entertainment,2005,0.13532330502657444
Crave Entertainment,2006,0.08627817521659427
Crave Entertainment,2007,0.06915310497441332
Crave Entertainment,2008,0.07782310004293688
Crave Entertainment,2009,0.07899441495627596
Crave Entertainment,2010,0.1376736217340758
Crave Entertainment,2011,0.2556343906510853
Creative Core,2008,0.009392443108630312
Creative Core,2009,0.005543467716229892
Crimson Cow,2008,0.002683555173894375
Crimson Cow,2011,0.010434056761268786
Crystal Dynamics,1995,1.0273344340487982
Crystal Dynamics,1996,0.30516966522432243
Culture Brain,1991,0.5927682276229994
Culture Brain,1994,0.03078185922429714
Culture Brain,2008,0.002683555173894375
Culture Brain,2009,0.001385866929057473
Culture Brain,2010,0.0030594138163127955
Culture Publishers,1998,0.030863139124172684
CyberFront,2007,0.0030734713321961477
CyberFront,2008,0.00536711034778875
CyberFront,2009,0.004157600787172419
CyberFront,2010,0.02294560362234597
CyberFront,2011,0.005217028380634393
CyberFront,2012,0.009390773564972421
